64492,20884,49118,25821
64534,20709,49066,25912
64576,20537,48990,26007
64616,20369,48890,26105
64656,20203,48767,26206
64695,20040,48620,26310
64733,19880,48449,26416
64770,19724,48255,26525
64806,19571,48038,26637
64842,19420,47798,26751
64876,19274,47535,26869
64910,19130,47250,26988
64943,18990,46943,27110
64975,18853,46614,27235
65006,18720,46263,27362
65036,18590,45891,27491
65065,18463,45498,27623
65093,18340,45085,27757
65121,18220,44652,27893
65148,18104,44200,28031
65173,17992,43728,28172
65198,17883,43237,28314
65222,17778,42728,28458
65245,17677,42202,28604
65268,17579,41658,28752
65289,17485,41098,28902
65309,17394,40521,29053
65329,17308,39929,29206
65348,17225,39322,29360
65366,17146,38701,29516
65382,17071,38065,29674
65399,16999,37417,29832
65414,16932,36756,29992
65428,16868,36083,30153
65441,16808,35399,30316
65454,16752,34704,30479
65466,16700,34000,30643
65476,16652,33286,30809
65486,16608,32564,30975
65495,16568,31833,31142
65503,16531,31096,31309
65510,16499,30353,31478
65517,16471,29604,31646
65522,16447,28850,31816
65527,16426,28091,31985
65530,16410,27330,32155
65533,16397,26565,32326
65535,16389,25799,32496
65536,16385,25031,32667
65536,16384,24263,32837
65535,16388,23496,33008
65533,16396,22729,33179
65531,16407,21964,33349
65527,16423,21202,33519
65523,16442,20443,33689
65518,16466,19688,33858
65512,16494,18938,34027
65505,16525,18193,34195
65497,16561,17455,34363
65488,16600,16723,34530
65478,16644,16000,34697
65468,16691,15284,34862
65456,16742,14578,35027
65444,16797,13881,35190
65431,16856,13195,35353
65416,16919,12520,35514
65401,16986,11857,35674
65386,17057,11206,35833
65369,17132,10568,35991
65351,17210,9944,36147
65333,17292,9334,36302
65313,17378,8740,36455
65293,17468,8160,36606
65272,17561,7597,36756
65250,17658,7050,36904
65227,17759,6520,37051
65203,17863,6008,37195
65178,17972,5514,37338
65152,18083,5039,37479
65126,18199,4582,37617
65099,18318,4146,37754
65070,18440,3729,37888
65041,18566,3332,38020
65011,18695,2957,38150
64980,18828,2602,38278
64949,18964,2269,38403
64916,19104,1958,38525
64883,19247,1668,38645
64848,19393,1401,38763
64813,19542,1157,38878
64777,19695,936,38990
64740,19851,737,39100
64702,20010,562,39207
64663,20172,411,39311
64624,20338,283,39412
64583,20506,178,39511
64542,20677,98,39606
64500,20851,41,39699
64457,21028,9,39788
64413,21208,0,39875
64368,21391,16,39958
64323,21577,55,40038
64276,21765,118,40115
64229,21956,206,40189
64181,22150,317,40260
64132,22346,451,40327
64082,22545,609,40391
64031,22746,791,40452
63980,22950,996,40510
63928,23156,1224,40564
63874,23365,1475,40614
63820,23575,1748,40662
63765,23788,2043,40706
63710,24004,2361,40746
63653,24221,2700,40783
63596,24440,3061,40817
63537,24662,3443,40847
63478,24885,3845,40873
63418,25111,4267,40896
63357,25338,4710,40916
63296,25567,5171,40932
63233,25798,5652,40944
63170,26030,6151,40953
63106,26264,6668,40958
63041,26500,7203,40960
62975,26737,7755,40958
62909,26976,8323,40953
62841,27216,8906,40944
62773,27458,9506,40931
62704,27701,10120,40915
62634,27945,10748,40896
62564,28190,11389,40873
62492,28436,12044,40846
62420,28684,12710,40816
62347,28932,13388,40783
62273,29182,14078,40745
62199,29432,14777,40705
62123,29683,15486,40661
62047,29935,16204,40614
61970,30187,16930,40563
61892,30440,17663,40509
61814,30694,18404,40451
61734,30948,19150,40390
61654,31203,19902,40326
61573,31458,20658,40259
61491,31713,21418,40188
61409,31969,22181,40114
61325,32224,22946,40037
61241,32480,23713,39956
61156,32736,24481,39873
61071,32992,25249,39787
60984,33248,26016,39697
60897,33504,26782,39604
60809,33760,27546,39509
60721,34015,28306,39411
60631,34270,29064,39309
60541,34525,29816,39205
60450,34779,30564,39098
60358,35033,31306,38988
60266,35286,32041,38876
60173,35539,32769,38761
60079,35791,33489,38643
59984,36042,34200,38523
59889,36293,34902,38400
59793,36542,35594,38275
59696,36791,36275,38148
59598,37038,36944,38018
59500,37285,37602,37886
59401,37531,38247,37751
59301,37775,38878,37615
59200,38018,39496,37476
59099,38260,40098,37336
58997,38500,40686,37193
58895,38739,41258,37048
58791,38977,41814,36902
58687,39213,42353,36754
58582,39448,42874,36604
58477,39681,43378,36452
58371,39912,43863,36299
58264,40142,44330,36144
58156,40369,44777,35988
58048,40595,45204,35830
57939,40819,45612,35671
57830,41041,45999,35511
57719,41261,46364,35350
57608,41479,46709,35187
57497,41695,47032,35024
57384,41908,47333,34859
57271,42119,47612,34694
57158,42329,47868,34527
57043,42535,48102,34360
56928,42740,48312,34193
56813,42941,48500,34024
56697,43141,48664,33855
56580,43338,48804,33686
56462,43532,48921,33516
56344,43724,49014,33346
56225,43913,49084,33176
56106,44099,49129,33005
55985,44283,49150,32834
55865,44463,49148,32664
55743,44641,49121,32493
55621,44816,49070,32323
55499,44988,48996,32152
55375,45157,48897,31982
55252,45323,48775,31813
55127,45486,48629,31643
55002,45646,48460,31475
54876,45803,48268,31306
54750,45956,48052,31139
54623,46106,47813,30972
54496,46253,47552,30806
54368,46397,47268,30640
54239,46538,46962,30476
54110,46675,46635,30313
53980,46808,46285,30150
53850,46938,45915,29989
53719,47065,45523,29829
53587,47188,45112,29671
53455,47308,44680,29513
53323,47424,44228,29358
53189,47537,43758,29203
53056,47646,43268,29050
52921,47751,42760,28899
52787,47853,42235,28749
52651,47951,41692,28602
52515,48046,41133,28456
52379,48136,40557,28311
52242,48223,39966,28169
52104,48306,39360,28029
51966,48385,38740,27891
51828,48461,38105,27755
51689,48533,37457,27621
51549,48600,36797,27489
51409,48664,36125,27360
51268,48724,35442,27233
51127,48781,34748,27108
50985,48833,34044,26986
50843,48881,33330,26866
50701,48925,32609,26749
50558,48966,31879,26635
50414,49002,31142,26523
50270,49035,30399,26414
50126,49064,29650,26308
49981,49088,28896,26204
49835,49109,28138,26103
49689,49125,27377,26006
49543,49138,26613,25911
49396,49147,25846,25819
49249,49151,25079,25730
49101,49152,24311,25644
48953,49148,23543,25562
48804,49141,22777,25482
48655,49130,22012,25406
48506,49114,21249,25332
48356,49095,20490,25262
48205,49072,19735,25196
48055,49044,18984,25132
47903,49013,18239,25072
47752,48978,17500,25015
47600,48938,16769,24962
47448,48895,16044,24912
47295,48848,15328,24865
47142,48797,14621,24822
46988,48742,13924,24782
46834,48683,13237,24746
46680,48621,12562,24713
46525,48554,11898,24684
46370,48484,11246,24658
46214,48409,10607,24635
46059,48331,9983,24617
45902,48249,9372,24601
45746,48163,8776,24590
45589,48074,8195,24582
45432,47981,7631,24577
45274,47884,7083,24576
45116,47783,6552,24579
44958,47679,6039,24585
44800,47571,5544,24594
44641,47460,5067,24608
44481,47345,4610,24624
44322,47226,4172,24645
44162,47104,3754,24668
44002,46978,3356,24696
43841,46849,2979,24726
43681,46716,2623,24761
43519,46580,2289,24798
43358,46441,1976,24840
43196,46298,1685,24884
43035,46152,1417,24932
42872,46003,1172,24984
42710,45850,949,25039
42547,45695,749,25097
42384,45536,572,25159
42221,45374,419,25223
42057,45209,290,25292
41893,45041,184,25363
41729,44870,102,25438
41565,44696,44,25515
41401,44519,10,25596
41236,44339,0,25680
41071,44156,14,25767
40906,43971,52,25858
40740,43783,114,25951
40575,43592,199,26047
40409,43398,309,26146
40243,43202,442,26248
40076,43003,599,26352
39910,42802,779,26460
39743,42599,983,26570
39576,42393,1209,26683
39409,42184,1458,26799
39242,41974,1730,26917
39075,41761,2025,27038
38907,41546,2341,27161
38739,41329,2679,27286
38572,41109,3038,27414
38404,40888,3418,27545
38235,40665,3819,27677
38067,40439,4241,27812
37899,40212,4682,27949
37730,39983,5142,28088
37561,39753,5622,28229
37392,39520,6120,28372
37223,39286,6636,28517
37054,39050,7169,28664
36885,38813,7720,28813
36715,38575,8287,28963
36546,38334,8870,29115
36376,38093,9468,29269
36207,37850,10081,29424
36037,37606,10708,29580
35867,37361,11349,29738
35697,37115,12003,29897
35527,36868,12669,30058
35357,36619,13346,30219
35187,36370,14035,30382
35017,36120,14733,30546
34846,35869,15442,30711
34676,35617,16159,30876
34506,35365,16885,31043
34335,35111,17618,31210
34165,34858,18358,31378
33994,34604,19104,31546
33824,34349,19855,31715
33653,34094,20611,31885
33482,33839,21370,32055
33312,33583,22133,32225
33141,33327,22899,32395
32970,33072,23666,32566
32800,32816,24433,32736
32629,32560,25201,32907
32458,32304,25969,33078
32288,32048,26735,33248
32117,31792,27498,33418
31946,31537,28259,33588
31776,31282,29017,33758
31605,31027,29770,33927
31435,30773,30518,34096
31264,30519,31260,34264
31094,30265,31996,34431
30923,30013,32724,34598
30753,29761,33445,34764
30583,29509,34156,34929
30412,29259,34859,35093
30242,29009,35551,35256
30072,28761,36233,35418
29902,28513,36903,35579
29732,28266,37562,35739
29562,28021,38207,35897
29392,27776,38839,36054
29223,27533,39458,36210
29053,27291,40062,36364
28884,27050,40650,36517
28714,26811,41223,36668
28545,26574,41780,36817
28376,26337,42320,36964
28207,26103,42843,37110
28038,25870,43347,37254
27869,25638,43834,37396
27700,25409,44301,37535
27532,25181,44750,37673
27363,24955,45179,37809
27195,24731,45587,37942
27027,24509,45975,38073
26859,24289,46342,38202
26691,24071,46688,38329
26523,23855,47013,38453
26356,23641,47315,38574
26189,23430,47595,38694
26022,23220,47853,38810
25855,23014,48088,38924
25688,22809,48300,39035
25521,22607,48489,39144
25355,22407,48654,39250
25189,22210,48796,39353
25023,22016,48915,39453
24857,21824,49009,39550
24692,21635,49080,39644
24527,21448,49127,39735
24361,21265,49150,39824
24197,21084,49148,39909
24032,20906,49123,39991
23868,20731,49074,40070
23703,20559,49001,40146
23540,20389,48904,40218
23376,20223,48783,40288
23213,20060,48639,40354
23049,19900,48471,40416
22887,19743,48280,40476
22724,19589,48066,40532
22562,19439,47829,40585
22400,19292,47569,40634
22238,19148,47286,40680
22076,19007,46982,40723
21915,18870,46655,40762
21754,18736,46307,40797
21594,18606,45938,40829
21434,18479,45548,40858
21274,18355,45138,40883
21114,18235,44707,40905
20955,18119,44257,40923
20795,18006,43787,40937
20637,17897,43299,40948
20478,17791,42792,40956
20320,17689,42268,40959
20163,17591,41726,40960
20005,17496,41168,40956
19848,17405,40594,40950
19692,17318,40003,40939
19535,17235,39398,40925
19379,17155,38778,40908
19224,17080,38145,40887
19069,17008,37498,40862
18914,16940,36838,40834
18759,16876,36167,40803
18605,16815,35484,40768
18451,16759,34791,40729
18298,16706,34087,40687
18145,16658,33375,40642
17993,16613,32653,40593
17841,16572,31924,40541
17689,16536,31188,40486
17537,16503,30445,40427
17387,16474,29697,40364
17236,16449,28943,40299
17086,16428,28185,40230
16936,16412,27424,40158
16787,16399,26660,40083
16638,16390,25894,40004
16490,16385,25126,39923
16342,16384,24358,39838
16195,16387,23591,39750
16048,16394,22824,39660
15901,16406,22059,39566
15755,16421,21296,39469
15609,16440,20537,39370
15464,16463,19781,39267
15320,16490,19031,39162
15175,16521,18285,39054
15032,16556,17546,38943
14888,16595,16814,38829
14746,16638,16089,38713
14603,16685,15372,38595
14461,16736,14665,38473
14320,16790,13967,38350
14179,16849,13280,38224
14039,16911,12603,38095
13899,16978,11938,37964
13760,17048,11286,37831
13621,17122,10647,37696
13483,17200,10021,37559
13345,17282,9409,37419
13208,17367,8812,37278
13071,17456,8231,37134
12935,17549,7666,36989
12800,17646,7117,36842
12665,17746,6585,36693
12530,17850,6070,36542
12396,17958,5574,36390
12263,18069,5096,36236
12130,18184,4638,36081
11998,18303,4199,35924
11866,18425,3779,35766
11735,18550,3380,35606
11604,18679,3002,35446
11474,18811,2645,35284
11345,18947,2309,35121
11216,19086,1995,34957
11088,19229,1703,34792
10960,19375,1433,34626
10833,19524,1186,34459
10706,19676,962,34292
10581,19832,761,34124
10455,19990,583,33955
10331,20152,428,33786
10207,20317,297,33617
10083,20485,190,33447
9960,20656,107,33277
9838,20830,47,33106
9716,21006,12,32936
9595,21186,0,32765
9475,21368,12,32594
9355,21554,49,32424
9236,21742,109,32253
9118,21932,193,32083
9000,22126,302,31913
8883,22322,433,31744
8766,22520,589,31575
8650,22721,767,31406
8535,22925,969,31238
8421,23130,1194,31071
8307,23339,1442,30904
8194,23549,1713,30738
8081,23762,2006,30573
7969,23977,2321,30409
7858,24194,2657,30247
7747,24413,3015,30085
7637,24634,3394,29924
7528,24857,3794,29765
7420,25083,4214,29607
7312,25310,4654,29450
7205,25538,5113,29294
7098,25769,5591,29141
6993,26001,6088,28988
6888,26235,6603,28838
6783,26471,7136,28689
6680,26708,7685,28542
6577,26947,8251,28397
6475,27187,8833,28253
6373,27428,9431,28112
6272,27671,10043,27972
6172,27915,10669,27835
6073,28160,11309,27700
5974,28406,11962,27567
5876,28653,12627,27436
5779,28901,13304,27308
5683,29151,13992,27182
5587,29401,14690,27058
5492,29652,15398,26937
5398,29903,16115,26818
5305,30156,16840,26702
5212,30409,17572,26589
5120,30662,18312,26478
5029,30917,19057,26370
4938,31171,19808,26265
4848,31426,20564,26163
4759,31681,21323,26063
4671,31937,22086,25967
4584,32193,22851,25873
4497,32449,23618,25782
4411,32705,24386,25695
4326,32961,25154,25610
4242,33217,25921,25529
4158,33472,26687,25450
4075,33728,27451,25375
3993,33983,28212,25303
3912,34239,28970,25235
3832,34493,29723,25169
3752,34748,30472,25107
3673,35002,31214,25048
3595,35255,31950,24993
3518,35508,32679,24941
3441,35760,33400,24892
3365,36011,34113,24847
3290,36262,34816,24805
3216,36511,35509,24767
3143,36760,36191,24732
3070,37008,36862,24701
2999,37255,37521,24673
2928,37500,38168,24648
2858,37745,38801,24627
2788,37988,39420,24610
2720,38230,40025,24596
2652,38471,40614,24586
2585,38710,41188,24579
2519,38948,41746,24576
2454,39184,42287,24577
2390,39419,42811,24581
2326,39652,43317,24588
2263,39883,43804,24599
2201,40113,44273,24614
2140,40341,44723,24632
2080,40567,45153,24654
2021,40791,45562,24679
1962,41014,45952,24708
1904,41234,46320,24740
1847,41452,46667,24776
1791,41668,46993,24815
1736,41882,47297,24857
1682,42093,47578,24904
1628,42303,47838,24953
1575,42510,48074,25006
1524,42714,48287,25062
1473,42917,48478,25122
1422,43116,48645,25185
1373,43314,48788,25251
1325,43508,48908,25320
1277,43700,49004,25393
1230,43889,49076,25469
1184,44076,49125,25548
1139,44260,49149,25630
1095,44441,49149,25715
1052,44619,49125,25804
1009,44795,49078,25895
968,44967,49006,25990
927,45136,48911,26087
887,45303,48792,26187
848,45466,48649,26290
810,45626,48482,26396
773,45783,48293,26505
736,45937,48080,26616
701,46088,47844,26730
666,46235,47586,26847
632,46379,47305,26966
599,46520,47001,27088
567,46658,46676,27212
536,46792,46330,27338
506,46922,45962,27467
476,47050,45573,27599
448,47173,45164,27732
420,47294,44734,27868
393,47410,44285,28006
367,47523,43817,28145
342,47633,43330,28287
318,47739,42824,28431
295,47841,42301,28577
273,47939,41761,28724
251,48034,41203,28874
230,48125,40630,29025
211,48212,40040,29177
192,48296,39436,29331
174,48376,38817,29487
157,48452,38184,29644
140,48524,37538,29803
125,48592,36880,29962
111,48657,36209,30123
97,48717,35527,30285
84,48774,34834,30449
73,48826,34131,30613
62,48875,33419,30778
52,48920,32698,30944
42,48961,31970,31111
34,48998,31234,31278
27,49031,30491,31446
20,49060,29743,31615
15,49085,28990,31784
10,49106,28232,31954
6,49123,27471,32124
3,49137,26707,32294
1,49146,25941,32465
0,49151,25174,32635
0,49152,24406,32806
1,49149,23638,32976
2,49142,22871,33147
5,49131,22106,33317
8,49116,21343,33488
12,49098,20584,33657
17,49075,19828,33827
23,49048,19077,33996
30,49017,18331,34164
38,48982,17592,34332
46,48943,16859,34499
56,48901,16134,34666
66,48854,15417,34831
78,48804,14708,34996
90,48749,14010,35160
103,48691,13322,35322
117,48629,12645,35484
132,48562,11979,35644
147,48492,11326,35804
164,48419,10686,35961
182,48341,10059,36118
200,48260,9447,36273
219,48174,8849,36426
239,48085,8267,36578
260,47993,7700,36729
282,47896,7150,36877
305,47796,6617,37024
329,47692,6102,37169
353,47585,5604,37312
379,47474,5125,37453
405,47359,4666,37592
432,47241,4225,37729
460,47119,3805,37863
489,46994,3404,37996
519,46865,3025,38126
550,46733,2666,38254
581,46597,2329,38380
614,46458,2014,38503
647,46316,1720,38623
681,46170,1449,38741
716,46022,1201,38857
752,45869,975,38970
789,45714,772,39080
827,45556,593,39187
865,45394,437,39292
905,45229,305,39394
945,45062,196,39493
986,44891,111,39589
1028,44717,50,39682
1071,44541,13,39772
1115,44361,0,39859
1159,44179,11,39943
1205,43994,46,40023
1251,43806,105,40101
1298,43615,188,40176
1346,43422,294,40247
1395,43227,424,40315
1444,43028,578,40380
1495,42827,756,40441
1546,42624,956,40499
1599,42418,1180,40554
1652,42210,1426,40605
1706,42000,1695,40653
1760,41787,1987,40698
1816,41573,2300,40739
1872,41356,2636,40777
1930,41137,2992,40811
1988,40915,3370,40841
2047,40692,3768,40869
2107,40467,4187,40892
2167,40240,4626,40912
2229,40012,5084,40929
2291,39781,5561,40942
2354,39549,6057,40952
2418,39315,6571,40958
2483,39080,7102,40960
2548,38843,7651,40959
2615,38604,8216,40954
2682,38364,8797,40946
2750,38123,9393,40934
2819,37880,10004,40919
2888,37637,10630,40900
2959,37392,11269,40877
3030,37145,11921,40851
3102,36898,12585,40822
3175,36650,13262,40789
3249,36401,13949,40753
3323,36151,14646,40713
3399,35900,15354,40669
3475,35648,16070,40623
3552,35396,16794,40572
3629,35143,17527,40519
3708,34889,18266,40462
3787,34635,19011,40402
3867,34381,19762,40338
3948,34126,20517,40271
4030,33870,21276,40201
4112,33615,22039,40128
4195,33359,22804,40051
4279,33103,23570,39972
4364,32847,24338,39889
4449,32591,25106,39803
4535,32335,25874,39714
4622,32079,26640,39622
4710,31824,27404,39527
4799,31568,28165,39429
4888,31313,28923,39328
4978,31058,29677,39225
5069,30804,30426,39118
5160,30550,31168,39009
5253,30297,31905,38897
5346,30044,32634,38783
5440,29792,33356,38665
5534,29541,34069,38546
5629,29290,34772,38423
5725,29040,35466,38299
5822,28791,36149,38172
5920,28544,36821,38042
6018,28297,37481,37910
